,标题,价格(元/月),片区,lng,lat,nearest_station_id,distance_km,station_name,区域,面积(㎡),rent_per_unit
516,整租·万科假日风景99弄 2室1厅 东南/南,7000,闵行-莘庄南广场-万科假日风景99弄,121.402529,31.103084,15号线,1.5924,景西路,闵行,92.01,76.07868709922835
517,整租·景香苑 1室1厅 南,6000,闵行-春申-景香苑,121.419697,31.097204,15号线,0.2936,景西路,闵行,64.0,93.75
518,整租·银桥花园 2室2厅 南,3600,闵行-颛桥-银桥花园,121.409262,31.056335,5号线,1.2464,北桥,闵行,82.29,43.747721472839956
519,整租·九歌花园 1室1厅 西,5400,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,45.07,119.81362325271799
520,整租·万科阳光苑 2室2厅 南,5000,闵行-吴泾-万科阳光苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,89.0,56.17977528089887
521,整租·建发璟院南苑 3室2厅 南,15000,闵行-古美-建发璟院南苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,140.18691588785046
522,整租·建发璟院北苑 3室2厅 南,12800,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,103.0,124.27184466019418
523,整租·建发璟院北苑 3室2厅 南,13500,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,103.0,131.06796116504853
524,整租·海申花园 3室2厅 南,10000,闵行-金虹桥-海申花园,121.410928,31.188817,15号线,0.5269,姚虹路,闵行,129.33,77.32158045310446
525,整租·华发古美华府二期 3室2厅 南,11000,闵行-古美-华发古美华府二期,121.39423,31.145916,12号线,0.6018,顾戴路,闵行,107.0,102.80373831775701
526,整租·塘泾北苑 1室1厅 南,4200,闵行-吴泾-塘泾北苑,121.444844,31.044149,15号线,0.5762,永德路,闵行,64.0,65.625
527,整租·万乐城(商业类) 1室1厅 北,2000,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291,永德路,闵行,23.0,86.95652173913044
528,整租·紫竹半岛花园 2室2厅 南,8000,闵行-吴泾-紫竹半岛花园,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,87.1,91.84845005740529
529,整租·万源城御璄 5室2厅 南,52800,闵行-古美-万源城御璄,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,545.13,96.85763029002257
530,整租·东川花苑 2室0厅 南,3300,闵行-老闵行-东川花苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,41.16,80.17492711370264
531,整租·龙柏香榭苑 3室2厅 南,8500,闵行-龙柏-龙柏香榭苑,121.366503,31.176336,10号线,0.3839,龙柏新村,闵行,108.11,78.62362408657849
532,整租·瑞丽名邸 2室1厅 南,4500,闵行-老闵行-瑞丽名邸,121.406158,31.011844,5号线,0.3896,金平路,闵行,77.13,58.343057176196034
533,整租·东川花苑 2室1厅 南,5090,闵行-老闵行-东川花苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,56.22,90.53717538242618
534,整租·永康城浦欣苑 1室1厅 南,2400,闵行-浦江-永康城浦欣苑,121.452073,31.12801,15号线,1.4195,朱梅路,闵行,58.0,41.37931034482759
535,整租·富丽公寓(西区) 2室2厅 南/北,5250,闵行-七宝-富丽公寓(西区),121.363423,31.134733,12号线,0.3556,七莘路,闵行,80.06,65.5758181363977
536,整租·景华新苑 1室1厅 南,5100,闵行-春申-景华新苑,121.448864,31.113283,市域机场线,0.5799,景洪路(市域机场线),闵行,52.55,97.05042816365366
537,整租·嘉怡水岸(商业类) 2室2厅 南,3900,闵行-吴泾-嘉怡水岸(商业类),121.467297,31.035173,15号线,2.0297,紫竹高新区,闵行,100.0,39.0
538,整租·汇秀景苑二街坊 1室1厅 南,3045,闵行-闵浦-汇秀景苑二街坊,121.542972,31.04075,浦江线,1.1821,浦航路,闵行,55.9,54.47227191413238
539,整租·龙柏四村 2室1厅 南,5200,闵行-龙柏-龙柏四村,121.36274,31.179722,10号线,0.8021,龙柏新村,闵行,69.02,75.34048101999421
540,整租·银都新村(1至7区) 2室1厅 南/北,4700,闵行-莘庄南广场-银都新村(1至7区),121.395561,31.094471,5号线,0.7605,银都路,闵行,57.01,82.4416768987897
541,整租·马桥景城馨苑 1室1厅 南/北,3600,闵行-老闵行-马桥景城馨苑,121.359718,31.038531,5号线,4.309,闵行开发区,闵行,56.0,64.28571428571429
542,整租·旅专小区 2室1厅 南,6500,闵行-金虹桥-旅专小区,121.396277,31.179943,9号线,1.0407,漕河泾开发区,闵行,64.95,100.07698229407237
543,整租·流晶逸彩 2室2厅 南,9200,闵行-金虹桥-流晶逸彩,121.381948,31.18432,10号线,1.1323,龙溪路,闵行,107.9,85.26413345690453
544,整租·莘城公寓 2室2厅 南,5050,闵行-莘庄南广场-莘城公寓,121.393641,31.106964,5号线,0.9152,莘庄,闵行,102.0,49.509803921568626
545,整租·虹井小区 2室1厅 南,9430,闵行-金汇-虹井小区,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,121.25,77.77319587628865
546,整租·公园天下 2室1厅 南/北,4800,闵行-莘庄南广场-公园天下,121.38792,31.10493,5号线,0.7313,莘庄,闵行,60.0,80.0
547,整租·建发璟院北苑 3室2厅 南,14500,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,135.51401869158877
548,整租·君莲宏润丽苑 3室2厅 南,5300,闵行-颛桥-君莲宏润丽苑,121.412817,31.082298,15号线,0.8583,双柏路,闵行,106.81,49.620822020410074
549,整租·普乐三村 1室1厅 南,3500,闵行-春申-普乐三村,121.426171,31.116305,15号线,1.3698,景洪路(15号线),闵行,48.7,71.86858316221766
550,整租·东方明珠小区 2室1厅 南,7500,闵行-金虹桥-东方明珠小区,121.404666,31.189984,15号线,0.24,姚虹路,闵行,84.21,89.06305664410404
551,整租·星河湾3号园 4室2厅 错层 南,28000,闵行-颛桥-星河湾3号园,121.408453,31.091038,15号线,0.9021,曙建路,闵行,225.64,124.09147314305974
552,整租·浦锦路1306号 1室1厅 南,4000,闵行-浦江-浦锦路1306号,121.492953,31.093562,8号线,1.3142,浦江镇,闵行,40.36,99.10802775024777
553,整租·浦江世博家园二街坊 3室1厅 南/北,4000,闵行-浦江-浦江世博家园二街坊,121.502989,31.082976,8号线,0.554,江月路,闵行,91.72,43.61098996947231
554,整租·景江苑D区 2室1厅 东/西,5000,闵行-浦江-景江苑D区,121.494455,31.078786,8号线,1.4797,江月路,闵行,99.51,50.24620641141593
555,整租·宝虹公寓 3室2厅 南,11000,闵行-金汇-宝虹公寓,121.370762,31.181026,10号线,0.4602,龙柏新村,闵行,130.66,84.18796877391704
556,整租·绿地峰尚汇 1室1厅 北,4000,闵行-浦江-绿地峰尚汇,121.511716,31.080359,8号线,0.524,江月路,闵行,45.92,87.10801393728222
557,整租·上海春城 2室2厅 南/北,6200,闵行-春申-上海春城,121.408793,31.104197,15号线,1.0722,景西路,闵行,95.3,65.05771248688353
558,整租·九星家园 2室1厅 南,6400,闵行-七宝-九星家园,121.365748,31.1541,9号线,0.5367,星中路,闵行,67.0,95.5223880597015
559,整租·新闵小区 1室1厅 南,3500,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908,江川路,闵行,47.0,74.46808510638297
560,整租·西郊九韵城 1室2厅 南,4200,闵行-华漕-西郊九韵城,121.295371,31.211899,17号线,2.2528,国家会展中心(17号线),闵行,56.75,74.00881057268722
561,整租·浦江世博家园五街坊 3室2厅 南/北,6900,闵行-浦江-浦江世博家园五街坊,121.502705,31.079579,8号线,0.7649,江月路,闵行,96.86,71.23683667148461
562,整租·禹洲府 2室1厅 南,3500,闵行-老闵行-禹洲府,121.378081,31.021651,5号线,2.0179,文井路,闵行,76.8,45.57291666666667
563,整租·万乐城(商业类) 1室0厅 南,2500,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291,永德路,闵行,28.0,89.28571428571429
564,整租·东方花园二期 3室2厅 南,7000,闵行-七宝-东方花园二期,121.363789,31.145271,9号线,1.5044,星中路,闵行,99.86,70.09813739234929
565,整租·九歌花园 1室1厅 东,5565,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,45.07,123.47459507432882
566,整租·合生城邦四街坊 2室2厅 南/北,4700,闵行-老闵行-合生城邦四街坊,121.405807,31.018868,5号线,0.9392,金平路,闵行,90.3,52.04872646733112
567,整租·上海康城 2室2厅 南/北,4750,闵行-莘闵别墅-上海康城,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,113.23,41.9500132473726
568,整租·金居苑 3室2厅 南/北,13000,闵行-静安新城-金居苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,135.69,95.80661802638367
569,整租·蔷薇新村(春申路1581弄) 2室1厅 南/北,3885,闵行-春申-蔷薇新村(春申路1581弄),121.434865,31.112826,15号线,0.5074,景洪路(15号线),闵行,55.41,70.11369788846778
570,整租·大上海国际花园 3室1厅 南,7850,闵行-静安新城-大上海国际花园,121.377322,31.164017,9号线,0.7634,合川路,闵行,94.43,83.13036111405273
571,整租·蓝色港湾(公寓) 2室2厅 南,7200,闵行-古美-蓝色港湾(公寓),121.400437,31.156156,12号线,0.5554,虹梅路,闵行,94.28,76.36826474331778
572,整租·西湖苑 2室2厅 南,4043,闵行-莘庄北广场-西湖苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,51.0,79.27450980392157
573,整租·新闵小区 1室1厅 南,3200,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908,江川路,闵行,42.34,75.57864903164855
574,整租·华唐苑 2室1厅 南,5200,闵行-春申-华唐苑,121.433572,31.100818,15号线,0.3385,虹梅南路,闵行,89.73,57.95163267580519
575,整租·古北新城 2室1厅 南,7600,闵行-金虹桥-古北新城,121.45183,31.132446,15号线,1.5313,罗秀路,闵行,103.0,73.7864077669903
576,整租·虹桥帝梵尼 3室2厅 南,12000,闵行-金虹桥-虹桥帝梵尼,121.412279,31.202338,10号线,0.643,宋园路,闵行,141.66,84.70986869970352
577,整租·万科城 3室1厅 南/北,4620,闵行-老闵行-万科城,121.386109,31.027058,5号线,2.3408,华宁路,闵行,92.31,50.048748781280466
578,整租·环镇西路6弄 2室1厅 南,5225,闵行-金汇-环镇西路6弄,121.390012,31.177112,9号线,1.03,漕河泾开发区,闵行,57.66,90.61741241762054
579,整租·浦江丽都 1室1厅 南,3200,闵行-闵浦-浦江丽都,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,52.73,60.686516214678555
580,整租·万科城花新园 3室1厅 南/北,9500,闵行-七宝-万科城花新园,121.334965,31.153235,市域机场线,0.3862,中春路,闵行,94.0,101.06382978723404
581,整租·鑫峰苑 2室1厅 南,4000,闵行-颛桥-鑫峰苑,121.396969,31.055956,5号线,1.3119,颛桥,闵行,82.0,48.78048780487805
582,整租·银泰苑 1室1厅 南,3600,闵行-春申-银泰苑,121.422927,31.086312,15号线,0.3613,双柏路,闵行,60.5,59.50413223140496
583,整租·银泰苑 2室2厅 南,6000,闵行-春申-银泰苑,121.422927,31.086312,15号线,0.3613,双柏路,闵行,85.0,70.58823529411765
584,整租·银泰苑 1室1厅 南,4800,闵行-春申-银泰苑,121.422927,31.086312,15号线,0.3613,双柏路,闵行,60.0,80.0
585,整租·龙柏四季花园 3室2厅 南/北,10500,闵行-龙柏-龙柏四季花园,121.366316,31.177782,10号线,0.4093,龙柏新村,闵行,116.98,89.75893315096597
586,整租·平南三四村 1室1厅 南,5200,闵行-古美-平南三四村,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,39.77,130.75182298214733
587,整租·园艺新村 3室1厅 南,5600,闵行-七宝-园艺新村,121.356623,31.145785,9号线,1.268,七宝,闵行,77.15,72.58587167854827
588,整租·沧源小区 2室1厅 南,3675,闵行-老闵行-沧源小区,121.42818,31.014585,5号线,0.8861,东川路,闵行,56.97,64.50763559768299
589,整租·富林苑(二期) 2室2厅 南,5200,闵行-莘庄北广场-富林苑(二期),121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,85.61,60.74056769069034
590,整租·华江小区 1室1厅 南/北,2835,闵行-老闵行-华江小区,121.422095,31.000302,5号线,0.5833,江川路,闵行,30.67,92.43560482556244
591,整租·古北新城 2室1厅 南/北,10500,闵行-金虹桥-古北新城,121.45183,31.132446,15号线,1.5313,罗秀路,闵行,99.59,105.43227231649763
592,整租·南山前湾拾缦 3室1厅 南,9000,闵行-华漕-南山前湾拾缦,121.271131,31.218798,17号线,3.6604,国家会展中心(17号线),闵行,104.0,86.53846153846153
593,整租·万兆家园(一期) 2室1厅 南,5650,闵行-七宝-万兆家园(一期),121.350918,31.148773,9号线,0.7401,七宝,闵行,75.82,74.5185966763387
594,整租·银河新都 1室1厅 南/北,4200,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244,曙建路,闵行,53.53,78.46067625630488
595,整租·银河新都 2室2厅 南,5500,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244,曙建路,闵行,82.38,66.7637776159262
596,整租·嘉富丽苑 3室2厅 南,8500,闵行-龙柏-嘉富丽苑,121.359731,31.181097,10号线,1.1261,龙柏新村,闵行,112.93,75.26786504914548
597,整租·电机一村 1室1厅 南,2500,闵行-老闵行-电机一村,121.408984,31.003678,5号线,0.8507,金平路,闵行,45.21,55.297500552975
598,整租·虹庐湾 4室2厅 南,20000,闵行-华漕-虹庐湾,121.269469,31.216794,17号线,3.489,蟠龙路,闵行,171.61,116.5433249810617
599,整租·东苑利华苑北区 1室1厅 南,4900,闵行-莘庄南广场-东苑利华苑北区,121.388679,31.098788,5号线,0.2794,春申路,闵行,51.36,95.40498442367601
600,整租·莘松七村 2室1厅 南/北,3600,闵行-莘庄北广场-莘松七村,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,52.66,68.36308393467527
601,整租·九歌上郡 1室1厅 南,6900,闵行-静安新城-九歌上郡,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,62.88,109.7328244274809
602,整租·众秀新家园 1室1厅 南,4700,闵行-颛桥-众秀新家园,121.415957,31.0773,15号线,0.8575,双柏路,闵行,66.0,71.21212121212122
603,整租·上虹新村 2室1厅 南,7100,闵行-金汇-上虹新村,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,54.56,130.13196480938416
604,整租·沁春园二村 2室1厅 南,4600,闵行-莘庄南广场-沁春园二村,121.378081,31.097366,5号线,0.7446,春申路,闵行,75.64,60.81438392384982
605,整租·高华小区 1室1厅 南,2800,闵行-老闵行-高华小区,121.42207,31.004613,5号线,0.1617,江川路,闵行,32.34,86.58008658008657
606,整租·虹桥花苑 5室2厅 复式 南,26000,闵行-金虹桥-虹桥花苑,121.38832,31.188749,10号线,1.008,龙溪路,闵行,276.22,94.1278690898559
607,整租·浦江宝邸北区 2室1厅 南/北,3900,闵行-闵浦-浦江宝邸北区,121.541953,31.064416,浦江线,1.6673,三鲁公路,闵行,78.0,50.0
608,整租·龙柏四村 1室1厅 南,4500,闵行-龙柏-龙柏四村,121.36274,31.179722,10号线,0.8021,龙柏新村,闵行,45.9,98.03921568627452
609,整租·海上新村 1室1厅 南,4725,闵行-古美-海上新村,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,44.39,106.44289254336562
610,整租·银康苑 2室1厅 南,3700,闵行-老闵行-银康苑,121.388044,31.021736,5号线,1.7252,华宁路,闵行,86.0,43.02325581395349
611,整租·三佳花苑 1室1厅 南,5200,闵行-七宝-三佳花苑,121.36011,31.154281,9号线,0.9396,星中路,闵行,57.4,90.59233449477352
612,整租·爱博二村 1室1厅 南,4800,闵行-华漕-爱博二村,121.305949,31.206482,17号线,1.8556,虹桥火车站,闵行,55.38,86.6738894907909
613,整租·禹洲府 2室2厅 南,4300,闵行-老闵行-禹洲府,121.378081,31.021651,5号线,2.0179,文井路,闵行,76.74,56.03335939536096
614,整租·好世凤凰城 3室2厅 复式 南/北,7200,闵行-莘庄南广场-好世凤凰城,121.391506,31.093366,5号线,0.4612,银都路,闵行,133.67,53.86399341662303
615,整租·建发璟院北苑 3室2厅 南,13500,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,126.16822429906541
616,整租·建发璟院北苑 3室2厅 南,14000,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,130.84112149532712
617,整租·浦江世博家园十三街坊 2室1厅 南,4100,闵行-浦江-浦江世博家园十三街坊,121.423876,31.173898,15号线,0.5628,桂林路,闵行,56.3,72.82415630550622
618,整租·红旗小区 2室1厅 南,3500,闵行-老闵行-红旗小区,121.397894,31.010301,5号线,0.4027,华宁路,闵行,50.6,69.1699604743083
619,整租·古北中央萃 1室1厅 南,14000,闵行-金虹桥-古北中央萃,121.397262,31.199617,15号线,0.1348,红宝石路,闵行,61.45,227.8275020341741
620,整租·新闵小区 1室1厅 南,3630,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908,江川路,闵行,35.14,103.3010813887308
621,整租·万兆家园(一期) 2室2厅 南/北,6000,闵行-七宝-万兆家园(一期),121.350918,31.148773,9号线,0.7401,七宝,闵行,75.48,79.49125596184419
622,整租·凯德林茵湖畔西区 3室2厅 南,20000,闵行-华漕-凯德林茵湖畔西区,121.282347,31.20874,17号线,2.1486,国家会展中心(17号线),闵行,178.42,112.09505660800359
623,整租·名都城(公寓) 2室2厅 南,14000,闵行-金虹桥-名都城(公寓),121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,107.0,130.84112149532712
624,整租·一品漫城(一期)(公寓) 3室2厅 南/北,11000,闵行-浦江-一品漫城(一期)(公寓),121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,133.54,82.37232289950578
625,整租·鑫都城云天绿洲 2室2厅 南,5500,闵行-颛桥-鑫都城云天绿洲,121.392574,31.052428,5号线,1.8442,颛桥,闵行,87.85,62.606715993170184
626,整租·万科城花新园 4室2厅 南,15000,闵行-七宝-万科城花新园,121.334965,31.153235,市域机场线,0.3862,中春路,闵行,139.1,107.83608914450036
627,整租·东苑佳和园 2室1厅 南,6500,闵行-老闵行-东苑佳和园,121.433739,31.011786,5号线,1.2073,江川路,闵行,82.77,78.53086867222424
628,整租·紫竹半岛花园 1室1厅 南,5000,闵行-吴泾-紫竹半岛花园,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,64.0,78.125
629,整租·大上海国际花园酒店公寓 1室1厅 南,4700,闵行-静安新城-大上海国际花园酒店公寓,121.380683,31.163337,9号线,0.5274,合川路,闵行,63.37,74.1675871863658
630,整租·三佳苑 2室1厅 南,5700,闵行-航华-三佳苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,83.74,68.06782899450681
631,整租·万乐城(商业类) 1室1厅 南,2500,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291,永德路,闵行,27.23,91.8105031215571
632,整租·九歌花园 2室2厅 南,9800,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,112.04,87.46876115672974
633,整租·爱博七村 3室2厅 南/北,7800,闵行-华漕-爱博七村,121.30301,31.224595,13号线,2.3901,金运路,闵行,122.0,63.9344262295082
634,整租·景香苑 2室1厅 南,5600,闵行-春申-景香苑,121.419697,31.097204,15号线,0.2936,景西路,闵行,64.0,87.5
635,整租·新闵小区 2室1厅 南,3500,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908,江川路,闵行,51.15,68.42619745845552
636,整租·碧桂园柏悦前湾 4室2厅 南,20000,闵行-华漕-碧桂园柏悦前湾,121.294488,31.216381,17号线,2.7422,国家会展中心(17号线),闵行,150.0,133.33333333333334
637,整租·上海康城 2室2厅 南,5040,闵行-莘闵别墅-上海康城,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,101.72,49.54777821470704
638,整租·罗阳四村(恒德花苑) 2室2厅 南,4200,闵行-梅陇-罗阳四村(恒德花苑),121.412822,31.14129,1号线,0.1599,锦江乐园,闵行,72.27,58.115400581154006
639,整租·好世鹿鸣苑 2室1厅 南/北,8000,闵行-莘庄南广场-好世鹿鸣苑,121.384015,31.105422,5号线,0.6483,莘庄,闵行,97.5,82.05128205128206
640,整租·昆阳小区 1室1厅 南,2600,闵行-老闵行-昆阳小区,121.372017,30.999343,5号线,0.2621,闵行开发区,闵行,45.0,57.77777777777778
641,整租·爱博一村 2室2厅 南,6200,闵行-华漕-爱博一村,121.31115,31.207346,17号线,1.6536,虹桥火车站,闵行,82.0,75.60975609756098
642,整租·虹桥花苑 3室2厅 南,19000,闵行-金虹桥-虹桥花苑,121.38832,31.188749,10号线,1.008,龙溪路,闵行,148.76,127.72250605001345
643,整租·南方新村 2室1厅 南,5880,闵行-古美-南方新村,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,62.06,94.74701901385755
644,整租·颛桥紫薇花园东区 3室1厅 南,10500,闵行-颛桥-颛桥紫薇花园东区,121.397933,31.069067,5号线,0.4391,颛桥,闵行,101.0,103.96039603960396
645,整租·宝隆新村 2室1厅 南/北,5600,闵行-七宝-宝隆新村,121.352966,31.150696,9号线,0.6217,七宝,闵行,74.39,75.27893534077161
646,整租·浦江坤庭—紫郡 3室2厅 南,8800,闵行-浦江-浦江坤庭—紫郡,121.489936,31.091052,8号线,1.675,浦江镇,闵行,119.0,73.94957983193277
647,整租·西郊九韵城 3室2厅 南,4800,闵行-华漕-西郊九韵城,121.295371,31.211899,17号线,2.2528,国家会展中心(17号线),闵行,81.0,59.25925925925926
648,整租·东苑世纪茗苑 4室2厅 复式 南,10500,闵行-莘庄北广场-东苑世纪茗苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,180.89,58.04632649676599
649,整租·梅陇二村 1室1厅 南,4000,闵行-梅陇-梅陇二村,121.412822,31.14129,1号线,0.1599,锦江乐园,闵行,46.3,86.39308855291577
650,整租·华唐苑 3室2厅 南,6800,闵行-春申-华唐苑,121.433572,31.100818,15号线,0.3385,虹梅南路,闵行,120.94,56.22622788159418
651,整租·建发璟院北苑 3室2厅 南,13000,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,121.49532710280374
652,整租·蓝色港湾(公寓) 2室2厅 南,7200,闵行-古美-蓝色港湾(公寓),121.400437,31.156156,12号线,0.5554,虹梅路,闵行,95.14,75.67794828673534
653,整租·建发璟院北苑 4室2厅 南,25000,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,157.0,159.23566878980893
654,整租·臻澜苑 2室1厅 南,4200,闵行-老闵行-臻澜苑,121.417971,31.008671,5号线,0.6367,江川路,闵行,70.0,60.0
655,整租·塘泾南苑 1室1厅 南,4400,闵行-吴泾-塘泾南苑,121.446225,31.041799,15号线,0.4119,永德路,闵行,68.53,64.20545746388443
656,整租·虹梅景苑一街坊 2室2厅 南,5800,闵行-吴泾-虹梅景苑一街坊,121.452514,31.042677,15号线,0.9711,永德路,闵行,94.0,61.702127659574465
657,整租·君莲小区 1室1厅 南,4300,闵行-颛桥-君莲小区,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,60.0,71.66666666666667
658,整租·建发璟院北苑 3室2厅 南,16000,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,149.53271028037383
659,整租·浦锦路1306号 1室1厅 北,3000,闵行-浦江-浦锦路1306号,121.492953,31.093562,8号线,1.3142,浦江镇,闵行,28.68,104.60251046025105
660,整租·君莲新城广润苑 2室2厅 南/北,5600,闵行-颛桥-君莲新城广润苑,121.417817,31.085529,15号线,0.4546,双柏路,闵行,85.0,65.88235294117646
661,整租·永德宝邸（南区） 2室1厅 南,4800,闵行-吴泾-永德宝邸（南区）,121.442177,31.042894,15号线,0.4268,永德路,闵行,69.89,68.67935326942337
662,整租·水语人家南苑 1室1厅 南,3400,闵行-闵浦-水语人家南苑,121.532137,31.045078,浦江线,0.363,闵瑞路,闵行,54.89,61.94206595008198
663,整租·航华三村四街坊 1室1厅 南,4000,闵行-航华-航华三村四街坊,121.348619,31.165882,10号线,0.6424,航中路,闵行,46.22,86.54262224145391
664,整租·古龙苑 2室1厅 南,6500,闵行-古美-古龙苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,72.3,89.90318118948825
665,整租·欣源公寓 2室2厅 南,6450,闵行-七宝-欣源公寓,121.349447,31.160598,9号线,0.5892,七宝,闵行,87.52,73.69744058500915
666,整租·好世鹿鸣苑 2室2厅 南,7800,闵行-莘庄南广场-好世鹿鸣苑,121.384015,31.105422,5号线,0.6483,莘庄,闵行,100.48,77.62738853503184
667,整租·南洋绿都公寓 3室2厅 南,10500,闵行-金汇-南洋绿都公寓,121.371735,31.186758,10号线,0.5168,上海动物园,闵行,122.59,85.65135818582266
668,整租·流晶逸彩 3室2厅 南,9500,闵行-金虹桥-流晶逸彩,121.381948,31.18432,10号线,1.1323,龙溪路,闵行,122.05,77.83695206882426
669,整租·馨泰佳苑 3室2厅 南,8200,闵行-华漕-馨泰佳苑,121.288052,31.216343,17号线,2.7755,国家会展中心(17号线),闵行,123.0,66.66666666666667
670,整租·翡翠名都 2室2厅 南,16800,闵行-金虹桥-翡翠名都,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,86.48,194.26456984273818
671,整租·水清年华花园 2室1厅 南,4725,闵行-七宝-水清年华花园,121.343851,31.148882,9号线,0.8754,七宝,闵行,60.0,78.75
672,整租·金鹰华庭一期 2室1厅 南,9450,闵行-金虹桥-金鹰华庭一期,121.380968,31.18353,10号线,1.2083,龙溪路,闵行,91.65,103.10965630114566
673,整租·梅陇二村 1室1厅 南,5500,闵行-梅陇-梅陇二村,121.412822,31.14129,1号线,0.1599,锦江乐园,闵行,61.49,89.44543828264759
674,整租·新浦江城(江栀路350弄) 2室2厅 南,7000,闵行-浦江-新浦江城(江栀路350弄),121.495816,31.099175,8号线,1.0378,浦江镇,闵行,90.3,77.51937984496124
675,整租·红旗四街坊 1室1厅 南,2900,闵行-老闵行-红旗四街坊,121.39737,31.014366,5号线,0.791,华宁路,闵行,54.1,53.60443622920518
676,整租·水清一村 1室1厅 南,4200,闵行-莘庄北广场-水清一村,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,41.49,101.2292118582791
677,整租·古美西路420弄 2室1厅 南,6000,闵行-古美-古美西路420弄,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,71.13,84.35259384226066
678,整租·建发璟院南苑 3室2厅 南,14000,闵行-古美-建发璟院南苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,130.84112149532712
679,整租·建发璟院北苑 4室2厅 南,23800,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,157.0,151.59235668789808
680,整租·建发璟院北苑 3室2厅 南,12500,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,104.31,119.83510689291535
681,整租·建发璟院南苑 3室2厅 南,16200,闵行-古美-建发璟院南苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,151.4018691588785
682,整租·建发璟院北苑 3室1厅 南,14000,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554,虹梅路,闵行,107.0,130.84112149532712
683,整租·银河新都 3室1厅 南,4800,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244,曙建路,闵行,68.49,70.08322382829611
684,整租·新都名园 2室1厅 南,5000,闵行-七宝-新都名园,121.332788,31.155584,市域机场线,0.6676,中春路,闵行,70.47,70.95217823187171
685,整租·星河景苑 2室1厅 南,3300,闵行-老闵行-星河景苑,121.436307,31.188334,1号线,0.6212,上海体育馆,闵行,60.0,55.0
