标题,价格(元/月),面积,片区,lng,lat,nearest_station_id,distance_km
整租·美邻苑 1室1厅 南,3800,60.00㎡,闵行-华漕-美邻苑,121.436307,31.188334,1号线,0.6212
整租·美邻苑 2室2厅 南,4900,94.80㎡,闵行-华漕-美邻苑,121.436307,31.188334,1号线,0.6212
整租·浦锦路1306号 2室2厅 南,3800,46.54㎡,闵行-浦江-浦锦路1306号,121.492953,31.093562,8号线,1.3142
整租·一品漫城(五期) 3室2厅 南/北,7200,95.37㎡,闵行-浦江-一品漫城(五期),121.436307,31.188334,1号线,0.6212
整租·浦江宝邸北区 3室1厅 南,3500,79.00㎡,闵行-闵浦-浦江宝邸北区,121.541953,31.064416,浦江线,1.6673
整租·虹桥1号 2室2厅 南/北,6100,91.00㎡,闵行-华漕-虹桥1号,121.079379,31.136856,17号线,0.3736
整租·城开珑庭 2室2厅 南,9000,117.38㎡,闵行-梅陇-城开珑庭,121.412822,31.14129,1号线,0.1599
整租·江锦南苑江锦北苑 1室1厅 南/北,5500,63.00㎡,闵行-浦江-江锦南苑江锦北苑,121.486422,31.118745,市域机场线,0.8096
整租·虹梅路2986弄 2室1厅 南,6500,53.58㎡,闵行-金虹桥-虹梅路2986弄,121.393429,31.181754,9号线,1.2993
整租·红旗小区 2室1厅 南,2700,47.60㎡,闵行-老闵行-红旗小区,121.397894,31.010301,5号线,0.4027
整租·丽华公寓(公寓) 2室1厅 南,4000,73.25㎡,闵行-莘庄北广场-丽华公寓(公寓),121.436307,31.188334,1号线,0.6212
整租·合生城邦四街坊 2室2厅 南/北,4650,99.24㎡,闵行-老闵行-合生城邦四街坊,121.405807,31.018868,5号线,0.9392
整租·常兴家园 2室1厅 东南,5590,64.82㎡,闵行-春申-常兴家园,121.399097,31.112185,1号线,1.1266
整租·浦秀馨苑 3室1厅 南,5500,91.00㎡,闵行-浦江-浦秀馨苑,121.489837,31.086424,8号线,1.8065
整租·通海二小区 3室2厅 南,4600,112.10㎡,闵行-吴泾-通海二小区,121.436307,31.188334,1号线,0.6212
整租·金美苑 2室1厅 南,5250,74.42㎡,闵行-七宝-金美苑,121.343655,31.151478,9号线,0.6782
整租·常兴家园 3室1厅 南,4100,75.00㎡,闵行-春申-常兴家园,121.399097,31.112185,1号线,1.1266
整租·虹兴苑 1室1厅 南,5775,59.67㎡,闵行-金汇-虹兴苑,121.436307,31.188334,1号线,0.6212
整租·嘉富丽苑 1室1厅 南,6000,63.94㎡,闵行-龙柏-嘉富丽苑,121.359731,31.181097,10号线,1.1261
整租·好世鹿鸣苑 1室1厅 南,6500,66.85㎡,闵行-莘庄南广场-好世鹿鸣苑,121.384015,31.105422,5号线,0.6483
整租·中春三水苑 3室1厅 南/北,5600,85.00㎡,闵行-春申-中春三水苑,121.421818,31.092945,15号线,0.454
整租·永德小区永南 2室1厅 南,3800,56.60㎡,闵行-吴泾-永德小区永南,121.465493,31.041448,15号线,2.1429
整租·枫泽苑 2室2厅 南,4200,90.29㎡,闵行-颛桥-枫泽苑,121.421015,31.031028,5号线,0.658
整租·景舒苑八村 2室2厅 南,5000,75.75㎡,闵行-浦江-景舒苑八村,121.490745,31.071405,8号线,1.9091
整租·公园1872北区 3室2厅 南,6000,104.74㎡,闵行-吴泾-公园1872北区,121.436307,31.188334,1号线,0.6212
整租·报春一村 2室1厅 南,3948,71.00㎡,闵行-莘庄北广场-报春一村,121.436307,31.188334,1号线,0.6212
整租·一品漫城(一期)(公寓) 2室2厅 南/北,8000,87.75㎡,闵行-浦江-一品漫城(一期)(公寓),121.436307,31.188334,1号线,0.6212
整租·明申花园(公寓) 4室2厅 南,24000,318.94㎡,闵行-金虹桥-明申花园(公寓),121.436307,31.188334,1号线,0.6212
整租·瑞和新苑江航路60弄 2室2厅 南/北,3800,74.02㎡,闵行-闵浦-瑞和新苑江航路60弄,121.53956,31.046977,浦江线,0.8883
整租·虹浦新城南区 2室1厅 南,4000,76.63㎡,闵行-闵浦-虹浦新城南区,121.436307,31.188334,1号线,0.6212
整租·平阳新村四街坊 2室1厅 南,6290,65.25㎡,闵行-古美-平阳新村四街坊,121.400437,31.156156,12号线,0.5554
整租·华江小区 1室1厅 南,2500,33.89㎡,闵行-老闵行-华江小区,121.422095,31.000302,5号线,0.5833
整租·水景书香园 1室1厅 南,5500,57.19㎡,闵行-七宝-水景书香园,121.364255,31.150316,9号线,0.971
整租·万源城朗郡 2室2厅 南,21000,172.00㎡,闵行-古美-万源城朗郡,121.400437,31.156156,12号线,0.5554
整租·海上新村 1室1厅 南,4100,44.46㎡,闵行-古美-海上新村,121.400437,31.156156,12号线,0.5554
整租·普乐二村 1室1厅 南,3700,41.52㎡,闵行-春申-普乐二村,121.424488,31.114715,15号线,1.4567
整租·莲花河畔景苑 1室2厅 南,6000,66.33㎡,闵行-梅陇-莲花河畔景苑,121.412822,31.14129,1号线,0.1599
整租·金鹰华庭一期 1室1厅 南,8600,63.70㎡,闵行-金虹桥-金鹰华庭一期,121.380968,31.18353,10号线,1.2083
整租·紫竹半岛花园 1室1厅 南,4800,64.57㎡,闵行-吴泾-紫竹半岛花园,121.436307,31.188334,1号线,0.6212
整租·明申花园(公寓) 3室2厅 南,10500,122.00㎡,闵行-金虹桥-明申花园(公寓),121.436307,31.188334,1号线,0.6212
整租·合生城邦四街坊 2室2厅 南,4800,90.28㎡,闵行-老闵行-合生城邦四街坊,121.405807,31.018868,5号线,0.9392
整租·碧林湾新苑(华友路) 1室1厅 南,5600,56.00㎡,闵行-七宝-碧林湾新苑(华友路),121.352012,31.136023,12号线,1.1089
整租·绿水家园 3室2厅 南/北,7000,132.60㎡,闵行-莘庄南广场-绿水家园,121.387886,31.097332,5号线,0.222
整租·东苑福邸 3室2厅 南,6800,118.49㎡,闵行-莘庄北广场-东苑福邸,121.436307,31.188334,1号线,0.6212
整租·长寿新村(闵行) 2室1厅 南,3800,53.05㎡,闵行-莘庄南广场-长寿新村(闵行),121.379555,31.105967,5号线,0.799
整租·涞港星苑 1室1厅 南,5500,60.00㎡,闵行-华漕-涞港星苑,121.30061,31.199709,17号线,1.1459
整租·公园1872南区 3室2厅 南,6800,104.36㎡,闵行-吴泾-公园1872南区,121.436307,31.188334,1号线,0.6212
整租·万科城 3室2厅 南,4600,99.11㎡,闵行-老闵行-万科城,121.386109,31.027058,5号线,2.3408
整租·万乐城(商业类) 1室0厅 南,2599,27.23㎡,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291
整租·龙柏三村（东西区） 1室1厅 南,5200,39.10㎡,闵行-龙柏-龙柏三村（东西区）,121.367586,31.179345,10号线,0.3881
整租·莘城公寓 1室1厅 南,4410,57.00㎡,闵行-莘庄南广场-莘城公寓,121.393641,31.106964,5号线,0.9152
整租·浦江颐城晶寓 2室2厅 南,7800,88.36㎡,闵行-浦江-浦江颐城晶寓,121.502285,31.098529,8号线,0.4369
整租·保利佳苑 2室1厅 南,2600,71.72㎡,闵行-老闵行-保利佳苑,121.379073,31.019764,5号线,1.7996
整租·浦江莘松绿锦园(南区) 2室2厅 南/北,5500,99.00㎡,闵行-闵浦-浦江莘松绿锦园(南区),121.52627,31.049156,浦江线,0.4091
整租·马桥景城·和苑 2室1厅 南,4100,67.08㎡,闵行-老闵行-马桥景城·和苑,121.359718,31.038531,5号线,4.309
整租·涞港星苑 2室1厅 南,4500,70.00㎡,闵行-华漕-涞港星苑,121.30061,31.199709,17号线,1.1459
整租·万源城御璄 6室3厅 南,33000,334.91㎡,闵行-古美-万源城御璄,121.400437,31.156156,12号线,0.5554
整租·银香苑 3室2厅 南,8500,99.00㎡,闵行-春申-银香苑,121.418627,31.100853,15号线,0.1255
整租·汇宝公寓 3室2厅 南,6800,101.11㎡,闵行-七宝-汇宝公寓,121.349135,31.158373,9号线,0.3422
整租·阳明国际花苑一二三期 3室2厅 南,9500,124.00㎡,闵行-莘庄北广场-阳明国际花苑一二三期,121.381898,31.121744,1号线,1.0649
整租·红星国际广场 2室1厅 南,4000,66.00㎡,闵行-浦江-红星国际广场,121.511129,31.077456,8号线,0.4341
整租·红旗小区 1室1厅 南,2600,52.00㎡,闵行-老闵行-红旗小区,121.397894,31.010301,5号线,0.4027
整租·双柏小区 2室1厅 南,3200,70.00㎡,闵行-吴泾-双柏小区,121.472246,31.043279,15号线,2.8098
整租·东湖花园 1室1厅 南,4300,53.89㎡,闵行-莘庄北广场-东湖花园,121.436307,31.188334,1号线,0.6212
整租·汽轮三村  1室1厅 南,3500,52.85㎡,闵行-老闵行-汽轮三村,121.411429,31.00418,5号线,0.7962
整租·高兴花园二三四街坊 2室1厅 南,4500,68.00㎡,闵行-春申-高兴花园二三四街坊,121.404495,31.112327,1号线,1.4494
整租·静安新城四区 1室1厅 南,5300,59.13㎡,闵行-静安新城-静安新城四区,121.383199,31.159233,9号线,0.824
整租·君莲新城广润苑 2室1厅 南,6830,102.89㎡,闵行-颛桥-君莲新城广润苑,121.417817,31.085529,15号线,0.4546
整租·莘光苑 2室1厅 南,5500,81.76㎡,闵行-古美-莘光苑,121.400437,31.156156,12号线,0.5554
整租·莘南花苑一村 2室1厅 南,5300,67.18㎡,闵行-莘庄南广场-莘南花苑一村,121.396865,31.11099,5号线,1.0963
整租·莘东两湾新苑 1室1厅 南,5200,55.00㎡,闵行-莘庄北广场-莘东两湾新苑,121.395492,31.113579,1号线,0.845
整租·鹤北新村 2室1厅 南,3100,63.00㎡,闵行-老闵行-鹤北新村,121.41815,31.011338,5号线,0.7604
整租·开城新村 2室1厅 南,5000,64.06㎡,闵行-莘庄南广场-开城新村,121.382561,31.108703,5号线,0.3816
整租·浦江世博家园九街坊 2室1厅 南/北,4200,77.44㎡,闵行-浦江-浦江世博家园九街坊,121.500941,31.076736,8号线,0.9858
整租·银都新村(8至10区) 2室1厅 东南,3700,56.87㎡,闵行-莘庄南广场-银都新村(8至10区),121.395561,31.094471,5号线,0.7605
整租·鹤北新村 2室1厅 南,3100,63.00㎡,闵行-老闵行-鹤北新村,121.41815,31.011338,5号线,0.7604
整租·香树丽舍 2室2厅 南/北,6500,110.00㎡,闵行-莘庄北广场-香树丽舍,121.436307,31.188334,1号线,0.6212
整租·航华二村京润花园 3室1厅 南,6000,89.30㎡,闵行-航华-航华二村京润花园,121.3493,31.169416,10号线,0.7264
整租·平南一二村 1室1厅 南,4000,40.00㎡,闵行-古美-平南一二村,121.400437,31.156156,12号线,0.5554
整租·电机五村 2室0厅 南,2900,52.00㎡,闵行-老闵行-电机五村,121.401524,31.00268,5号线,0.8
整租·上海香港花园 2室1厅 南,4000,82.72㎡,闵行-华漕-上海香港花园,121.299925,31.202641,17号线,1.3812
整租·金平小区 2室1厅 南,3500,67.27㎡,闵行-老闵行-金平小区,121.415931,31.01305,5号线,0.5825
整租·虹桥晶邸 1室1厅 南,3300,52.90㎡,闵行-华漕-虹桥晶邸,121.29326,31.211001,17号线,2.1423
整租·好世樱园 4室2厅 南,16000,215.84㎡,闵行-颛桥-好世樱园,121.403664,31.082354,5号线,1.495
整租·红旗小区 2室1厅 南,3300,62.49㎡,闵行-老闵行-红旗小区,121.397894,31.010301,5号线,0.4027
整租·紫晶南园 2室2厅 南/北,4600,95.00㎡,闵行-吴泾-紫晶南园,121.459956,31.03768,15号线,1.6074
整租·吴中路870弄 1室1厅 南,6200,43.00㎡,闵行-金虹桥-吴中路870弄,121.391641,31.179372,9号线,1.1302
整租·沧源小区 2室1厅 南,3500,59.81㎡,闵行-老闵行-沧源小区,121.42818,31.014585,5号线,0.8861
整租·富仕名邸 2室2厅 南,4000,91.05㎡,闵行-老闵行-富仕名邸,121.436307,31.188334,1号线,0.6212
整租·罗阳七村(华宝小区) 1室1厅 南,4500,50.64㎡,闵行-梅陇-罗阳七村(华宝小区),121.412822,31.14129,1号线,0.1599
整租·金榜世家（一至四期） 4室2厅 南,8800,119.52㎡,闵行-老闵行-金榜世家（一至四期）,121.426366,31.013035,5号线,0.8417
整租·浦江馨都 2室1厅 南,3000,55.00㎡,闵行-闵浦-浦江馨都,121.436307,31.188334,1号线,0.6212
整租·九歌花园 1室1厅 东,5400,48.00㎡,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212
整租·马桥景城馨苑 2室1厅 南,4200,75.57㎡,闵行-老闵行-马桥景城馨苑,121.359718,31.038531,5号线,4.309
整租·鹤北新村 1室1厅 南,3800,38.92㎡,闵行-老闵行-鹤北新村,121.41815,31.011338,5号线,0.7604
整租·滨浦新苑七村 2室1厅 南,4200,82.00㎡,闵行-浦江-滨浦新苑七村,121.419114,31.172924,15号线,0.2299
整租·七韵美地苑 1室1厅 南,6500,61.00㎡,闵行-航华-七韵美地苑,121.436307,31.188334,1号线,0.6212
整租·美邻苑 2室2厅 南,4800,86.92㎡,闵行-华漕-美邻苑,121.436307,31.188334,1号线,0.6212
整租·蒲汇新村 2室1厅 南,5200,67.00㎡,闵行-七宝-蒲汇新村,121.356317,31.155598,9号线,0.6774
整租·静安新城十二区 2室1厅 南,6500,75.42㎡,闵行-静安新城-静安新城十二区,121.378809,31.158686,9号线,0.9466
整租·红旗三村 2室1厅 南,3200,56.06㎡,闵行-老闵行-红旗三村,121.399206,31.010592,5号线,0.5122
整租·瑞丽新村 2室1厅 南,3000,35.74㎡,闵行-老闵行-瑞丽新村,121.411884,31.003883,5号线,0.8361
整租·中梅苑二期 2室1厅 南,5900,80.28㎡,闵行-梅陇-中梅苑二期,121.412822,31.14129,1号线,0.1599
整租·海申花园 2室2厅 南,7500,64.72㎡,闵行-金虹桥-海申花园,121.410928,31.188817,15号线,0.5269
整租·景舒苑五村西区 3室1厅 南,4000,69.10㎡,闵行-浦江-景舒苑五村西区,121.49623,31.070176,8号线,1.4212
整租·江南星城(一期) 2室2厅 南,7500,100.23㎡,闵行-古美-江南星城(一期),121.400437,31.156156,12号线,0.5554
整租·君莲宏润丽苑 3室2厅 南,4800,106.72㎡,闵行-颛桥-君莲宏润丽苑,121.412817,31.082298,15号线,0.8583
整租·银都新村(8至10区) 2室0厅 南,4000,56.65㎡,闵行-莘庄南广场-银都新村(8至10区),121.395561,31.094471,5号线,0.7605
整租·君莲新城广润苑 3室2厅 南/北,5200,102.89㎡,闵行-颛桥-君莲新城广润苑,121.417817,31.085529,15号线,0.4546
整租·罗阳三村 2室1厅 南,4000,78.00㎡,闵行-梅陇-罗阳三村,121.412822,31.14129,1号线,0.1599
整租·万科城市花园 1室1厅 错层 南,4300,41.52㎡,闵行-七宝-万科城市花园,121.342838,31.158824,9号线,0.7239
整租·碧桂园柏悦前湾 4室2厅 南,15000,150.03㎡,闵行-华漕-碧桂园柏悦前湾,121.294488,31.216381,17号线,2.7422
整租·晶杰苑 2室2厅 南,8000,88.00㎡,闵行-古美-晶杰苑,121.400437,31.156156,12号线,0.5554
整租·滨浦新苑四村 3室2厅 南/北,5200,124.00㎡,闵行-浦江-滨浦新苑四村,121.503352,31.065452,浦江线,0.9611
整租·报春三村 2室1厅 南,4600,61.97㎡,闵行-莘庄北广场-报春三村,121.436307,31.188334,1号线,0.6212
整租·未名园 2室1厅 南,6000,83.29㎡,闵行-梅陇-未名园,121.412822,31.14129,1号线,0.1599
整租·银河新都 1室1厅 南,3900,48.00㎡,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244
整租·中冶锦城 1室1厅 南,4000,59.00㎡,闵行-春申-中冶锦城,121.419896,31.093988,15号线,0.4188
整租·涞港星苑 4室0厅 南/北,7600,131.82㎡,闵行-华漕-涞港星苑,121.30061,31.199709,17号线,1.1459
整租·南洋绿都公寓 2室2厅 南,7500,92.22㎡,闵行-金汇-南洋绿都公寓,121.371735,31.186758,10号线,0.5168
整租·景江苑A区 2室1厅 南,4400,73.75㎡,闵行-浦江-景江苑A区,121.493399,31.080188,8号线,1.519
整租·龙柏二村 2室1厅 南/北,5300,52.00㎡,闵行-龙柏-龙柏二村,121.36229,31.182868,10号线,0.9897
整租·滨浦新苑二村 2室2厅 南/北,5000,94.92㎡,闵行-浦江-滨浦新苑二村,121.505898,31.066064,浦江线,0.7964
整租·龙柏二村 2室1厅 南,5630,54.31㎡,闵行-龙柏-龙柏二村,121.36229,31.182868,10号线,0.9897
整租·建发璟院北苑 3室2厅 南,13000,103.90㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·绿地峰尚汇 1室1厅 南,4200,65.00㎡,闵行-浦江-绿地峰尚汇,121.511716,31.080359,8号线,0.524
整租·万科时一区（四期） 4室2厅 复式 南,26000,293.27㎡,闵行-华漕-万科时一区（四期）,121.31106,31.203422,17号线,1.2851
整租·马桥西街小区 2室2厅 南,3000,90.61㎡,闵行-老闵行-马桥西街小区,121.40679,31.042962,5号线,0.3923
整租·宝隆新村 1室1厅 南,4500,53.00㎡,闵行-七宝-宝隆新村,121.352966,31.150696,9号线,0.6217
整租·建发浦上湾 3室2厅 南/北,5300,98.61㎡,闵行-浦江-建发浦上湾,121.506393,31.024444,浦江线,1.7364
整租·尚品华庭 2室2厅 南,9000,82.00㎡,闵行-华漕-尚品华庭,121.318334,31.205999,17号线,1.3291
整租·翔泰苑 3室0厅 南/北,4515,75.00㎡,闵行-颛桥-翔泰苑,121.405809,31.048204,5号线,0.5307
整租·红旗四街坊 2室1厅 南,2800,54.09㎡,闵行-老闵行-红旗四街坊,121.39737,31.014366,5号线,0.791
整租·公园1872北区 3室2厅 南/北,5400,95.00㎡,闵行-吴泾-公园1872北区,121.436307,31.188334,1号线,0.6212
整租·上海康城 2室2厅 南,4900,101.20㎡,闵行-莘闵别墅-上海康城,121.436307,31.188334,1号线,0.6212
整租·静安新城十一区 2室1厅 南/西南,6200,60.00㎡,闵行-静安新城-静安新城十一区,121.377739,31.160481,9号线,0.8825
整租·鑫峰苑 2室2厅 南/北,5600,87.00㎡,闵行-颛桥-鑫峰苑,121.396969,31.055956,5号线,1.3119
整租·海上新村 1室1厅 南,5000,43.26㎡,闵行-古美-海上新村,121.400437,31.156156,12号线,0.5554
整租·虹莘新村（南区） 2室1厅 南,5300,76.92㎡,闵行-古美-虹莘新村（南区）,121.400437,31.156156,12号线,0.5554
整租·莲浦府邸（东区） 2室2厅 南,10000,114.80㎡,闵行-七宝-莲浦府邸（东区）,121.365261,31.139569,12号线,0.9193
整租·浦江丽都 2室2厅 南/北,4000,74.51㎡,闵行-闵浦-浦江丽都,121.436307,31.188334,1号线,0.6212
整租·莘城苑 3室1厅 南,4650,78.32㎡,闵行-莘庄北广场-莘城苑,121.436307,31.188334,1号线,0.6212
整租·航华一村二街坊 1室1厅 南,4200,54.88㎡,闵行-航华-航华一村二街坊,121.352829,31.17559,10号线,1.1528
整租·金榜新苑1900弄 1室1厅 南,3300,62.65㎡,闵行-颛桥-金榜新苑1900弄,121.41455,31.057107,5号线,1.3973
整租·景华新苑 3室2厅 南,12000,125.37㎡,闵行-春申-景华新苑,121.448864,31.113283,市域机场线,0.5799
整租·古美西路420弄 2室1厅 南,6000,74.23㎡,闵行-古美-古美西路420弄,121.400437,31.156156,12号线,0.5554
整租·丽都城假日景苑 2室2厅 南/北,5900,105.00㎡,闵行-老闵行-丽都城假日景苑,121.406407,31.014407,5号线,0.5002
整租·兴银花园 2室1厅 南,4600,68.51㎡,闵行-颛桥-兴银花园,121.400358,31.080219,5号线,1.3968
整租·银春小区 2室1厅 南,3400,66.00㎡,闵行-颛桥-银春小区,121.422714,31.031457,5号线,0.8042
整租·中冶锦城 1室1厅 南,4500,64.12㎡,闵行-春申-中冶锦城,121.419896,31.093988,15号线,0.4188
整租·华发古美华府 3室2厅 南,9500,107.83㎡,闵行-古美-华发古美华府,121.400437,31.156156,12号线,0.5554
整租·融信旭辉世纪古美 3室2厅 南,12500,100.95㎡,闵行-古美-融信旭辉世纪古美,121.377567,31.143118,12号线,0.6819
整租·滨浦新苑五村 2室2厅 南,5000,121.00㎡,闵行-浦江-滨浦新苑五村,121.498287,31.067206,8号线,1.3698
整租·薇馨家园 2室2厅 南,4200,78.00㎡,闵行-春申-薇馨家园,121.43205,31.115633,15号线,0.8092
整租·建发浦上湾 3室2厅 东,8000,133.03㎡,闵行-浦江-建发浦上湾,121.506393,31.024444,浦江线,1.7364
整租·园艺新村 1室1厅 南,4600,48.00㎡,闵行-七宝-园艺新村,121.356623,31.145785,9号线,1.268
整租·流晶逸彩 3室2厅 南/北,14500,117.23㎡,闵行-金虹桥-流晶逸彩,121.381948,31.18432,10号线,1.1323
整租·贵峰苑 2室1厅 南,4200,73.11㎡,闵行-颛桥-贵峰苑,121.395906,31.082293,5号线,0.9492
整租·万科早城(二期) 1室2厅 北,3100,57.00㎡,闵行-浦江-万科早城(二期),121.485866,31.104431,8号线,2.0077
整租·紫藤居(公寓) 1室1厅 南,5700,52.80㎡,闵行-龙柏-紫藤居(公寓),121.364257,31.17134,10号线,0.1926
整租·金铭福邸 2室2厅 南,5300,104.60㎡,闵行-老闵行-金铭福邸,121.411182,31.009288,5号线,0.2406
整租·宝安新苑 2室1厅 南,5500,73.00㎡,闵行-莘庄北广场-宝安新苑,121.436307,31.188334,1号线,0.6212
整租·万源新城南区 3室1厅 南,14090,119.56㎡,闵行-金汇-万源新城南区,121.38479,31.170845,9号线,0.477
整租·公园1872南区 3室2厅 南,7800,104.00㎡,闵行-吴泾-公园1872南区,121.436307,31.188334,1号线,0.6212
整租·爱博六村 3室2厅 南,7500,125.00㎡,闵行-华漕-爱博六村,121.308952,31.221139,13号线,2.4114
整租·昆阳小区 2室1厅 南,2520,60.28㎡,闵行-老闵行-昆阳小区,121.372017,30.999343,5号线,0.2621
整租·前滩禧悦 3室2厅 南,6500,139.47㎡,闵行-闵浦-前滩禧悦,121.436307,31.188334,1号线,0.6212
整租·虹桥晶邸 1室1厅 南,3300,52.90㎡,闵行-华漕-虹桥晶邸,121.29326,31.211001,17号线,2.1423
整租·航华四村 2室1厅 南/北,5000,56.42㎡,闵行-航华-航华四村,121.35991,31.170785,10号线,0.485
整租·闵浦一村 1室1厅 南,3300,59.42㎡,闵行-闵浦-闵浦一村,121.436307,31.188334,1号线,0.6212
整租·申良花园 2室2厅 南,5300,99.99㎡,闵行-颛桥-申良花园,121.400546,31.075998,5号线,1.004
整租·爱博六村 3室1厅 南,5550,85.00㎡,闵行-华漕-爱博六村,121.308952,31.221139,13号线,2.4114
整租·平南一二村 1室1厅 南,4500,40.01㎡,闵行-古美-平南一二村,121.400437,31.156156,12号线,0.5554
整租·古北中央萃 1室1厅 南,11000,63.34㎡,闵行-金虹桥-古北中央萃,121.397262,31.199617,15号线,0.1348
整租·静安新城八区 2室2厅 南/北,6700,85.39㎡,闵行-静安新城-静安新城八区,121.380659,31.162084,9号线,0.6309
整租·万源城逸郡 3室2厅 南,21000,172.00㎡,闵行-古美-万源城逸郡,121.400437,31.156156,12号线,0.5554
整租·银康苑 3室1厅 南/北,3600,87.42㎡,闵行-老闵行-银康苑,121.388044,31.021736,5号线,1.7252
整租·闵浦一村 2室1厅 南,3000,94.11㎡,闵行-闵浦-闵浦一村,121.436307,31.188334,1号线,0.6212
整租·中友嘉园 2室1厅 南,9500,100.00㎡,闵行-古美-中友嘉园,121.400437,31.156156,12号线,0.5554
整租·朱行三村 1室1厅 南,3200,34.00㎡,闵行-梅陇-朱行三村,121.412822,31.14129,1号线,0.1599
整租·晶欣坊 3室1厅 南,6600,74.00㎡,闵行-梅陇-晶欣坊,121.412822,31.14129,1号线,0.1599
整租·浦江颐城晶寓 3室2厅 南/北,7200,89.80㎡,闵行-浦江-浦江颐城晶寓,121.502285,31.098529,8号线,0.4369
整租·龙柏四村 1室1厅 东,5200,42.20㎡,闵行-龙柏-龙柏四村,121.36274,31.179722,10号线,0.8021
整租·红星国际广场 2室1厅 南,3700,47.52㎡,闵行-浦江-红星国际广场,121.511129,31.077456,8号线,0.4341
整租·嘉和花苑 2室2厅 南,6800,97.73㎡,闵行-梅陇-嘉和花苑,121.412822,31.14129,1号线,0.1599
整租·飞碟苑 3室2厅 南,5200,115.66㎡,闵行-老闵行-飞碟苑,121.393465,31.029326,5号线,2.2293
整租·万乐城(商业类) 2室1厅 南,3800,57.00㎡,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291
整租·莲花公寓(闵行) 2室1厅 南,6200,90.00㎡,闵行-古美-莲花公寓(闵行),121.400437,31.156156,12号线,0.5554
整租·中友嘉园 1室1厅 南,7500,55.83㎡,闵行-古美-中友嘉园,121.400437,31.156156,12号线,0.5554
整租·瑞和雅苑叁街区 2室2厅 南,4500,103.49㎡,闵行-闵浦-瑞和雅苑叁街区,121.544775,31.069947,浦江线,2.2596
整租·虹浦新城南区 1室1厅 南,2800,56.13㎡,闵行-闵浦-虹浦新城南区,121.436307,31.188334,1号线,0.6212
整租·广达新苑 3室1厅 南/北,4800,85.00㎡,闵行-七宝-广达新苑,121.348528,31.166289,10号线,0.6562
整租·建发璟院北苑 4室1厅 南,25000,157.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·虹桥博雅苑 1室1厅 南/北,3900,60.00㎡,闵行-华漕-虹桥博雅苑,121.541846,31.057031,浦江线,1.3835
整租·水语人家北苑 2室2厅 南/北,4000,74.00㎡,闵行-闵浦-水语人家北苑,121.532422,31.047842,浦江线,0.2007
整租·众众德尚世嘉 2室2厅 南,6400,91.24㎡,闵行-颛桥-众众德尚世嘉,121.401557,31.073545,5号线,0.7247
整租·新浦江城(江栀路350弄) 3室2厅 南,7500,91.95㎡,闵行-浦江-新浦江城(江栀路350弄),121.495816,31.099175,8号线,1.0378
整租·申莘一村 2室2厅 南,4800,69.43㎡,闵行-颛桥-申莘一村,121.385537,31.091502,5号线,0.5104
整租·学院新村 2室1厅 南/北,4600,64.05㎡,闵行-七宝-学院新村,121.363414,31.147085,9号线,1.3295
整租·万科早城(二期) 1室1厅 南,3300,60.93㎡,闵行-浦江-万科早城(二期),121.485866,31.104431,8号线,2.0077
整租·保利茉莉公馆二期 5室2厅 复式 南/北,16000,153.96㎡,闵行-浦江-保利茉莉公馆二期,121.488904,31.095667,8号线,1.66
整租·电机一村 2室0厅 南,3100,49.08㎡,闵行-老闵行-电机一村,121.408984,31.003678,5号线,0.8507
整租·古北新城 3室2厅 南,13500,134.00㎡,闵行-金虹桥-古北新城,121.45183,31.132446,15号线,1.5313
整租·古美四村 2室1厅 南,4500,61.61㎡,闵行-古美-古美四村,121.400437,31.156156,12号线,0.5554
整租·闵浦新苑五村 2室1厅 南/北,3800,76.00㎡,闵行-闵浦-闵浦新苑五村,121.5359,31.062834,浦江线,1.1025
整租·爱博五村 2室1厅 南,4500,62.00㎡,闵行-华漕-爱博五村,121.307629,31.215668,17号线,2.6311
整租·沧源小区 1室1厅 南,3200,38.08㎡,闵行-老闵行-沧源小区,121.42818,31.014585,5号线,0.8861
整租·嘉富丽苑 1室1厅 南,6800,64.00㎡,闵行-龙柏-嘉富丽苑,121.359731,31.181097,10号线,1.1261
整租·浦江智汇园 3室1厅 南,5500,81.22㎡,闵行-闵浦-浦江智汇园,121.436307,31.188334,1号线,0.6212
整租·爱庐世纪新苑 2室2厅 南,5400,85.48㎡,闵行-颛桥-爱庐世纪新苑,121.421174,31.079055,15号线,0.4643
整租·鑫都城云天绿洲 2室1厅 南,4800,79.54㎡,闵行-颛桥-鑫都城云天绿洲,121.392574,31.052428,5号线,1.8442
整租·汇秀景苑二街坊 1室1厅 南,2500,55.90㎡,闵行-闵浦-汇秀景苑二街坊,121.542972,31.04075,浦江线,1.1821
整租·爱博四村 3室2厅 南/北,8000,125.40㎡,闵行-华漕-爱博四村,121.30695,31.213451,17号线,2.4387
整租·星河景苑 2室1厅 南,3616,58.69㎡,闵行-老闵行-星河景苑,121.436307,31.188334,1号线,0.6212
