标题,价格(元/月),面积,片区,lng,lat,nearest_station_id,distance_km
整租·红星国际广场 2室2厅 南,5200,82.60㎡,闵行-浦江-红星国际广场,121.511129,31.077456,8号线,0.4341
整租·绿梅二村 1室1厅 南,3300,46.40㎡,闵行-莘庄北广场-绿梅二村,121.436307,31.188334,1号线,0.6212
整租·莘沥路20弄 1室1厅 南,3300,34.27㎡,闵行-莘庄北广场-莘沥路20弄,121.376167,31.113052,5号线,0.903
整租·莘松五村 1室1厅 南/北,4500,41.52㎡,闵行-莘庄北广场-莘松五村,121.436307,31.188334,1号线,0.6212
整租·沁春园一村 3室1厅 南/北,5500,81.91㎡,闵行-莘庄南广场-沁春园一村,121.376559,31.100032,5号线,0.9051
整租·上海康城 4室2厅 南/北,5900,127.59㎡,闵行-莘闵别墅-上海康城,121.436307,31.188334,1号线,0.6212
整租·佳宝新村 2室1厅 南,6000,70.12㎡,闵行-七宝-佳宝新村,121.346258,31.15542,9号线,0.2829
整租·茂盛城市花园一期 2室1厅 南,5800,62.00㎡,闵行-七宝-茂盛城市花园一期,121.436307,31.188334,1号线,0.6212
整租·西湖苑 1室1厅 南,3000,38.21㎡,闵行-莘庄北广场-西湖苑,121.436307,31.188334,1号线,0.6212
整租·莘松七村 2室1厅 南,4000,53.41㎡,闵行-莘庄北广场-莘松七村,121.436307,31.188334,1号线,0.6212
整租·南方新村 1室1厅 南,4410,39.93㎡,闵行-古美-南方新村,121.400437,31.156156,12号线,0.5554
整租·红旗小区 1室1厅 南,2400,34.32㎡,闵行-老闵行-红旗小区,121.397894,31.010301,5号线,0.4027
整租·裕兴花园 3室2厅 南,7600,110.08㎡,闵行-莘庄北广场-裕兴花园,121.376372,31.111878,5号线,0.8623
整租·奥塞花园 2室1厅 南,5200,64.64㎡,闵行-莘庄南广场-奥塞花园,121.390106,31.097583,5号线,0.4157
整租·沁春园一村 2室1厅 东/南,4000,64.08㎡,闵行-莘庄南广场-沁春园一村,121.376559,31.100032,5号线,0.9051
整租·水清年华花园 2室1厅 南,5500,59.32㎡,闵行-七宝-水清年华花园,121.343851,31.148882,9号线,0.8754
整租·新华小区（龙吴路5599弄） 1室1厅 南/北,2750,60.63㎡,闵行-吴泾-新华小区（龙吴路5599弄）,121.466848,31.039223,15号线,2.257
整租·浦江宝邸北区 2室1厅 南,4500,78.04㎡,闵行-闵浦-浦江宝邸北区,121.541953,31.064416,浦江线,1.6673
整租·聚缘北庭 2室2厅 南,2800,75.04㎡,闵行-闵浦-聚缘北庭,121.545058,31.045371,浦江线,1.4352
整租·浦江宝邸北区 2室1厅 南,5800,80.00㎡,闵行-闵浦-浦江宝邸北区,121.541953,31.064416,浦江线,1.6673
整租·蔷薇新村(老沪闵路1351弄) 1室1厅 南,3400,51.81㎡,闵行-春申-蔷薇新村(老沪闵路1351弄),121.434865,31.112826,15号线,0.5074
整租·浦江宝邸 1室1厅 南/北,2600,59.84㎡,闵行-闵浦-浦江宝邸,121.436307,31.188334,1号线,0.6212
整租·聚缘北庭 2室1厅 南,3000,74.24㎡,闵行-闵浦-聚缘北庭,121.545058,31.045371,浦江线,1.4352
整租·浦江馨都 1室1厅 南,2400,55.00㎡,闵行-闵浦-浦江馨都,121.436307,31.188334,1号线,0.6212
整租·丽都城假日景苑 3室1厅 南,6000,103.52㎡,闵行-老闵行-丽都城假日景苑,121.406407,31.014407,5号线,0.5002
整租·南洋瑞都剑桥府邸(公寓) 3室2厅 南/北,7000,123.00㎡,闵行-老闵行-南洋瑞都剑桥府邸(公寓),121.409409,31.01997,5号线,0.966
整租·恒基旭辉中心(公寓) 3室2厅 南,11000,112.97㎡,闵行-华漕-恒基旭辉中心(公寓),121.317028,31.211977,17号线,1.999
整租·爱博一村 2室2厅 南/北,6000,83.38㎡,闵行-华漕-爱博一村,121.31115,31.207346,17号线,1.6536
整租·龙柏三村（东西区） 2室1厅 南,5800,73.70㎡,闵行-龙柏-龙柏三村（东西区）,121.367586,31.179345,10号线,0.3881
整租·红梅雅苑 2室1厅 南/北,3000,79.00㎡,闵行-闵浦-红梅雅苑,121.436307,31.188334,1号线,0.6212
整租·紫藤嘉苑 3室2厅 南/北,5900,123.60㎡,闵行-老闵行-紫藤嘉苑,121.381747,31.022597,5号线,2.1083
整租·建发璟院北苑 3室2厅 南,14500,107.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·旭辉浦江国际广场(酒店式公寓) 1室1厅 东,3000,45.00㎡,闵行-浦江-旭辉浦江国际广场(酒店式公寓),121.291639,31.207801,17号线,1.7925
整租·瑞和城壹街区（汇延路199弄） 2室1厅 南/北,2000,76.00㎡,闵行-闵浦-瑞和城壹街区（汇延路199弄）,121.436307,31.188334,1号线,0.6212
整租·金硕河畔景园东区 2室1厅 南/北,3000,73.00㎡,闵行-闵浦-金硕河畔景园东区,121.537439,31.055771,浦江线,0.9598
整租·晶欣坊 2室1厅 南,6500,74.99㎡,闵行-梅陇-晶欣坊,121.412822,31.14129,1号线,0.1599
整租·金辉海上铭著 2室2厅 南,9600,93.89㎡,闵行-莘庄南广场-金辉海上铭著,121.393997,31.112445,5号线,0.835
整租·绿梅二村 2室1厅 南,3800,66.16㎡,闵行-莘庄北广场-绿梅二村,121.436307,31.188334,1号线,0.6212
整租·金都花好悦园 3室2厅 南,6000,125.11㎡,闵行-莘庄南广场-金都花好悦园,121.399239,31.091624,5号线,0.8927
整租·春辉新村 3室2厅 南,6000,136.53㎡,闵行-颛桥-春辉新村,121.387443,31.063999,5号线,1.4165
整租·紫益小区 1室1厅 南,3080,37.05㎡,闵行-华漕-紫益小区,121.298123,31.205226,17号线,1.5782
整租·佳信花苑 4室1厅 南,9000,136.80㎡,闵行-龙柏-佳信花苑,121.364994,31.182033,10号线,0.7743
整租·东苑佳佳花园 3室1厅 南,6000,90.00㎡,闵行-古美-东苑佳佳花园,121.400437,31.156156,12号线,0.5554
整租·瑞和雅苑壹街区 2室1厅 南/北,2500,69.97㎡,闵行-闵浦-瑞和雅苑壹街区,121.539469,31.067607,浦江线,1.7186
整租·罗阳七村(三洲花园) 2室1厅 南,3700,54.57㎡,闵行-梅陇-罗阳七村(三洲花园),121.412822,31.14129,1号线,0.1599
整租·平南三四村 3室1厅 南,7200,98.48㎡,闵行-古美-平南三四村,121.400437,31.156156,12号线,0.5554
整租·汇颂南苑 1室1厅 南,3600,57.87㎡,闵行-闵浦-汇颂南苑,121.436307,31.188334,1号线,0.6212
整租·鑫都城紫云华庭 1室2厅 南,4500,71.11㎡,闵行-颛桥-鑫都城紫云华庭,121.396746,31.05818,5号线,1.0944
整租·东湖花园 1室1厅 南,3800,50.44㎡,闵行-莘庄北广场-东湖花园,121.436307,31.188334,1号线,0.6212
整租·浦恒馨苑 2室1厅 南,5000,80.73㎡,闵行-浦江-浦恒馨苑,121.483819,31.113395,市域机场线,1.4312
整租·沙申新村 2室1厅 南,5200,57.60㎡,闵行-航华-沙申新村,121.339094,31.171447,10号线,1.6865
整租·金鹰华庭一期 2室2厅 南,12000,91.65㎡,闵行-金虹桥-金鹰华庭一期,121.380968,31.18353,10号线,1.2083
整租·红明二村 2室1厅 南,5700,60.00㎡,闵行-静安新城-红明二村,121.373832,31.162897,9号线,0.7089
整租·万科公园大道 3室2厅 南,8500,107.67㎡,闵行-老闵行-万科公园大道,121.417971,31.008671,5号线,0.6367
整租·凤庆小区 2室1厅 南,2500,53.04㎡,闵行-老闵行-凤庆小区,121.402035,31.013607,5号线,0.8198
整租·东川花苑 1室1厅 南,3200,40.86㎡,闵行-老闵行-东川花苑,121.436307,31.188334,1号线,0.6212
整租·静安新城五区 2室1厅 南,5500,67.64㎡,闵行-静安新城-静安新城五区,121.383236,31.163899,9号线,0.3276
整租·银河新都 2室1厅 南/北,5500,80.00㎡,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244
整租·万科朗润园 3室2厅 南,9300,122.29㎡,闵行-七宝-万科朗润园,121.341066,31.152834,市域机场线,0.7044
整租·源枫景苑 3室1厅 南,5600,95.00㎡,闵行-老闵行-源枫景苑,121.430726,31.01104,5号线,0.9309
整租·聚缘中庭 2室1厅 南/北,3100,74.21㎡,闵行-闵浦-聚缘中庭,121.545515,31.04152,浦江线,1.4257
整租·皇都花园二期 5室2厅 南,23000,186.93㎡,闵行-七宝-皇都花园二期,121.367957,31.136833,12号线,0.779
整租·金榜新苑1900弄 2室2厅 南,4500,112.00㎡,闵行-颛桥-金榜新苑1900弄,121.41455,31.057107,5号线,1.3973
整租·古美一村 1室1厅 南/西/北,4725,46.00㎡,闵行-古美-古美一村,121.400437,31.156156,12号线,0.5554
整租·景江苑C区 2室2厅 南/北,5000,100.00㎡,闵行-浦江-景江苑C区,121.494068,31.078637,8号线,1.5201
整租·世博家园十一街坊 1室1厅 南,5000,61.72㎡,闵行-浦江-世博家园十一街坊,121.426246,31.17153,12号线,0.7463
整租·碧林湾新苑(华友路) 1室1厅 南,6000,60.00㎡,闵行-七宝-碧林湾新苑(华友路),121.352012,31.136023,12号线,1.1089
整租·金平小区 1室1厅 南,2900,49.18㎡,闵行-老闵行-金平小区,121.415931,31.01305,5号线,0.5825
整租·绿地峰尚汇 2室1厅 南,3800,47.33㎡,闵行-浦江-绿地峰尚汇,121.511716,31.080359,8号线,0.524
整租·平南一二村 1室1厅 南,5040,40.00㎡,闵行-古美-平南一二村,121.400437,31.156156,12号线,0.5554
整租·建发璟院南苑 3室2厅 南,14000,103.00㎡,闵行-古美-建发璟院南苑,121.400437,31.156156,12号线,0.5554
整租·新浦江城(浦申路1288弄) 2室1厅 南/北,9000,141.26㎡,闵行-浦江-新浦江城(浦申路1288弄),121.495816,31.099175,8号线,1.0378
整租·万源城尚郡 2室1厅 南,8000,72.34㎡,闵行-古美-万源城尚郡,121.400437,31.156156,12号线,0.5554
整租·永康城锦宏苑 2室1厅 南/北,3400,85.00㎡,闵行-浦江-永康城锦宏苑,121.511236,31.031146,浦江线,1.4301
整租·莘松三村 1室1厅 南,3450,35.00㎡,闵行-莘庄北广场-莘松三村,121.436307,31.188334,1号线,0.6212
整租·三春汇秀苑 2室2厅 南,6700,106.90㎡,闵行-莘庄南广场-三春汇秀苑,121.374772,31.09327,5号线,1.1896
整租·永康城欣康苑 3室1厅 南/北,3750,94.00㎡,闵行-浦江-永康城欣康苑,121.452073,31.12801,15号线,1.4195
整租·永康城馨宁佳苑 2室1厅 南,3700,80.00㎡,闵行-浦江-永康城馨宁佳苑,121.508893,31.030989,浦江线,1.6253
整租·永康城锦宏苑 2室1厅 南/北,3400,85.00㎡,闵行-浦江-永康城锦宏苑,121.511236,31.031146,浦江线,1.4301
整租·华光花园 3室1厅 南/北,12500,142.24㎡,闵行-金虹桥-华光花园,121.385477,31.186099,10号线,1.0564
整租·东兰新村 2室1厅 南,7000,83.98㎡,闵行-古美-东兰新村,121.400437,31.156156,12号线,0.5554
整租·华发古美华府 3室2厅 南,9500,106.00㎡,闵行-古美-华发古美华府,121.400437,31.156156,12号线,0.5554
整租·金辉海上铭著 2室2厅 南,9600,93.89㎡,闵行-莘庄南广场-金辉海上铭著,121.393997,31.112445,5号线,0.835
整租·天安1号 3室2厅 南,21000,132.00㎡,闵行-静安新城-天安1号,121.36845,31.161772,9号线,0.4084
整租·九歌花园 2室2厅 南,7600,84.50㎡,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212
整租·浦江世博家园九街坊 1室1厅 南,4800,55.70㎡,闵行-浦江-浦江世博家园九街坊,121.500941,31.076736,8号线,0.9858
整租·罗阳七村(华宝小区) 2室1厅 南,4600,71.18㎡,闵行-梅陇-罗阳七村(华宝小区),121.412822,31.14129,1号线,0.1599
整租·瑞和新苑浦涛路400弄 2室1厅 南/北,3500,76.00㎡,闵行-闵浦-瑞和新苑浦涛路400弄,121.53785,31.049779,浦江线,0.7463
整租·虹桥晶典苑 2室2厅 南,10000,126.00㎡,闵行-金汇-虹桥晶典苑,121.436307,31.188334,1号线,0.6212
整租·九星家园 1室1厅 南,6000,56.94㎡,闵行-七宝-九星家园,121.365748,31.1541,9号线,0.5367
整租·上海康城 2室2厅 南,4800,95.55㎡,闵行-莘闵别墅-上海康城,121.436307,31.188334,1号线,0.6212
整租·普乐三村 1室1厅 南,3700,43.17㎡,闵行-春申-普乐三村,121.426171,31.116305,15号线,1.3698
整租·保利茉莉公馆一期 5室3厅 复式 南,42000,306.78㎡,闵行-浦江-保利茉莉公馆一期,121.488904,31.095667,8号线,1.66
整租·虹桥晶典苑 3室1厅 南,11000,127.75㎡,闵行-金汇-虹桥晶典苑,121.436307,31.188334,1号线,0.6212
整租·万科假日风景99弄 2室1厅 东南/南,7000,92.01㎡,闵行-莘庄南广场-万科假日风景99弄,121.402529,31.103084,15号线,1.5924
整租·景香苑 1室1厅 南,6000,64.00㎡,闵行-春申-景香苑,121.419697,31.097204,15号线,0.2936
整租·银桥花园 2室2厅 南,3600,82.29㎡,闵行-颛桥-银桥花园,121.409262,31.056335,5号线,1.2464
整租·九歌花园 1室1厅 西,5400,45.07㎡,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212
整租·万科阳光苑 2室2厅 南,5000,89.00㎡,闵行-吴泾-万科阳光苑,121.436307,31.188334,1号线,0.6212
整租·建发璟院南苑 3室2厅 南,15000,107.00㎡,闵行-古美-建发璟院南苑,121.400437,31.156156,12号线,0.5554
整租·建发璟院北苑 3室2厅 南,12800,103.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·建发璟院北苑 3室2厅 南,13500,103.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·海申花园 3室2厅 南,10000,129.33㎡,闵行-金虹桥-海申花园,121.410928,31.188817,15号线,0.5269
整租·华发古美华府二期 3室2厅 南,11000,107.00㎡,闵行-古美-华发古美华府二期,121.39423,31.145916,12号线,0.6018
整租·塘泾北苑 1室1厅 南,4200,64.00㎡,闵行-吴泾-塘泾北苑,121.444844,31.044149,15号线,0.5762
整租·万乐城(商业类) 1室1厅 北,2000,23.00㎡,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291
整租·紫竹半岛花园 2室2厅 南,8000,87.10㎡,闵行-吴泾-紫竹半岛花园,121.436307,31.188334,1号线,0.6212
整租·万源城御璄 5室2厅 南,52800,545.13㎡,闵行-古美-万源城御璄,121.400437,31.156156,12号线,0.5554
整租·东川花苑 2室0厅 南,3300,41.16㎡,闵行-老闵行-东川花苑,121.436307,31.188334,1号线,0.6212
整租·龙柏香榭苑 3室2厅 南,8500,108.11㎡,闵行-龙柏-龙柏香榭苑,121.366503,31.176336,10号线,0.3839
整租·瑞丽名邸 2室1厅 南,4500,77.13㎡,闵行-老闵行-瑞丽名邸,121.406158,31.011844,5号线,0.3896
整租·东川花苑 2室1厅 南,5090,56.22㎡,闵行-老闵行-东川花苑,121.436307,31.188334,1号线,0.6212
整租·永康城浦欣苑 1室1厅 南,2400,58.00㎡,闵行-浦江-永康城浦欣苑,121.452073,31.12801,15号线,1.4195
整租·富丽公寓(西区) 2室2厅 南/北,5250,80.06㎡,闵行-七宝-富丽公寓(西区),121.363423,31.134733,12号线,0.3556
整租·景华新苑 1室1厅 南,5100,52.55㎡,闵行-春申-景华新苑,121.448864,31.113283,市域机场线,0.5799
整租·嘉怡水岸(商业类) 2室2厅 南,3900,100.00㎡,闵行-吴泾-嘉怡水岸(商业类),121.467297,31.035173,15号线,2.0297
整租·汇秀景苑二街坊 1室1厅 南,3045,55.90㎡,闵行-闵浦-汇秀景苑二街坊,121.542972,31.04075,浦江线,1.1821
整租·龙柏四村 2室1厅 南,5200,69.02㎡,闵行-龙柏-龙柏四村,121.36274,31.179722,10号线,0.8021
整租·银都新村(1至7区) 2室1厅 南/北,4700,57.01㎡,闵行-莘庄南广场-银都新村(1至7区),121.395561,31.094471,5号线,0.7605
整租·马桥景城馨苑 1室1厅 南/北,3600,56.00㎡,闵行-老闵行-马桥景城馨苑,121.359718,31.038531,5号线,4.309
整租·旅专小区 2室1厅 南,6500,64.95㎡,闵行-金虹桥-旅专小区,121.396277,31.179943,9号线,1.0407
整租·流晶逸彩 2室2厅 南,9200,107.90㎡,闵行-金虹桥-流晶逸彩,121.381948,31.18432,10号线,1.1323
整租·莘城公寓 2室2厅 南,5050,102.00㎡,闵行-莘庄南广场-莘城公寓,121.393641,31.106964,5号线,0.9152
整租·虹井小区 2室1厅 南,9430,121.25㎡,闵行-金汇-虹井小区,121.436307,31.188334,1号线,0.6212
整租·公园天下 2室1厅 南/北,4800,60.00㎡,闵行-莘庄南广场-公园天下,121.38792,31.10493,5号线,0.7313
整租·建发璟院北苑 3室2厅 南,14500,107.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·君莲宏润丽苑 3室2厅 南,5300,106.81㎡,闵行-颛桥-君莲宏润丽苑,121.412817,31.082298,15号线,0.8583
整租·普乐三村 1室1厅 南,3500,48.70㎡,闵行-春申-普乐三村,121.426171,31.116305,15号线,1.3698
整租·东方明珠小区 2室1厅 南,7500,84.21㎡,闵行-金虹桥-东方明珠小区,121.404666,31.189984,15号线,0.24
整租·星河湾3号园 4室2厅 错层 南,28000,225.64㎡,闵行-颛桥-星河湾3号园,121.408453,31.091038,15号线,0.9021
整租·浦锦路1306号 1室1厅 南,4000,40.36㎡,闵行-浦江-浦锦路1306号,121.492953,31.093562,8号线,1.3142
整租·浦江世博家园二街坊 3室1厅 南/北,4000,91.72㎡,闵行-浦江-浦江世博家园二街坊,121.502989,31.082976,8号线,0.554
整租·景江苑D区 2室1厅 东/西,5000,99.51㎡,闵行-浦江-景江苑D区,121.494455,31.078786,8号线,1.4797
整租·宝虹公寓 3室2厅 南,11000,130.66㎡,闵行-金汇-宝虹公寓,121.370762,31.181026,10号线,0.4602
整租·绿地峰尚汇 1室1厅 北,4000,45.92㎡,闵行-浦江-绿地峰尚汇,121.511716,31.080359,8号线,0.524
整租·上海春城 2室2厅 南/北,6200,95.30㎡,闵行-春申-上海春城,121.408793,31.104197,15号线,1.0722
整租·九星家园 2室1厅 南,6400,67.00㎡,闵行-七宝-九星家园,121.365748,31.1541,9号线,0.5367
整租·新闵小区 1室1厅 南,3500,47.00㎡,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908
整租·西郊九韵城 1室2厅 南,4200,56.75㎡,闵行-华漕-西郊九韵城,121.295371,31.211899,17号线,2.2528
整租·浦江世博家园五街坊 3室2厅 南/北,6900,96.86㎡,闵行-浦江-浦江世博家园五街坊,121.502705,31.079579,8号线,0.7649
整租·禹洲府 2室1厅 南,3500,76.80㎡,闵行-老闵行-禹洲府,121.378081,31.021651,5号线,2.0179
整租·万乐城(商业类) 1室0厅 南,2500,28.00㎡,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291
整租·东方花园二期 3室2厅 南,7000,99.86㎡,闵行-七宝-东方花园二期,121.363789,31.145271,9号线,1.5044
整租·九歌花园 1室1厅 东,5565,45.07㎡,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212
整租·合生城邦四街坊 2室2厅 南/北,4700,90.30㎡,闵行-老闵行-合生城邦四街坊,121.405807,31.018868,5号线,0.9392
整租·上海康城 2室2厅 南/北,4750,113.23㎡,闵行-莘闵别墅-上海康城,121.436307,31.188334,1号线,0.6212
整租·金居苑 3室2厅 南/北,13000,135.69㎡,闵行-静安新城-金居苑,121.436307,31.188334,1号线,0.6212
整租·蔷薇新村(春申路1581弄) 2室1厅 南/北,3885,55.41㎡,闵行-春申-蔷薇新村(春申路1581弄),121.434865,31.112826,15号线,0.5074
整租·大上海国际花园 3室1厅 南,7850,94.43㎡,闵行-静安新城-大上海国际花园,121.377322,31.164017,9号线,0.7634
整租·蓝色港湾(公寓) 2室2厅 南,7200,94.28㎡,闵行-古美-蓝色港湾(公寓),121.400437,31.156156,12号线,0.5554
整租·西湖苑 2室2厅 南,4043,51.00㎡,闵行-莘庄北广场-西湖苑,121.436307,31.188334,1号线,0.6212
整租·新闵小区 1室1厅 南,3200,42.34㎡,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908
整租·华唐苑 2室1厅 南,5200,89.73㎡,闵行-春申-华唐苑,121.433572,31.100818,15号线,0.3385
整租·古北新城 2室1厅 南,7600,103.00㎡,闵行-金虹桥-古北新城,121.45183,31.132446,15号线,1.5313
整租·虹桥帝梵尼 3室2厅 南,12000,141.66㎡,闵行-金虹桥-虹桥帝梵尼,121.412279,31.202338,10号线,0.643
整租·万科城 3室1厅 南/北,4620,92.31㎡,闵行-老闵行-万科城,121.386109,31.027058,5号线,2.3408
整租·环镇西路6弄 2室1厅 南,5225,57.66㎡,闵行-金汇-环镇西路6弄,121.390012,31.177112,9号线,1.03
整租·浦江丽都 1室1厅 南,3200,52.73㎡,闵行-闵浦-浦江丽都,121.436307,31.188334,1号线,0.6212
整租·万科城花新园 3室1厅 南/北,9500,94.00㎡,闵行-七宝-万科城花新园,121.334965,31.153235,市域机场线,0.3862
整租·鑫峰苑 2室1厅 南,4000,82.00㎡,闵行-颛桥-鑫峰苑,121.396969,31.055956,5号线,1.3119
整租·银泰苑 1室1厅 南,3600,60.50㎡,闵行-春申-银泰苑,121.422927,31.086312,15号线,0.3613
整租·银泰苑 2室2厅 南,6000,85.00㎡,闵行-春申-银泰苑,121.422927,31.086312,15号线,0.3613
整租·银泰苑 1室1厅 南,4800,60.00㎡,闵行-春申-银泰苑,121.422927,31.086312,15号线,0.3613
整租·龙柏四季花园 3室2厅 南/北,10500,116.98㎡,闵行-龙柏-龙柏四季花园,121.366316,31.177782,10号线,0.4093
整租·平南三四村 1室1厅 南,5200,39.77㎡,闵行-古美-平南三四村,121.400437,31.156156,12号线,0.5554
整租·园艺新村 3室1厅 南,5600,77.15㎡,闵行-七宝-园艺新村,121.356623,31.145785,9号线,1.268
整租·沧源小区 2室1厅 南,3675,56.97㎡,闵行-老闵行-沧源小区,121.42818,31.014585,5号线,0.8861
整租·富林苑(二期) 2室2厅 南,5200,85.61㎡,闵行-莘庄北广场-富林苑(二期),121.436307,31.188334,1号线,0.6212
整租·华江小区 1室1厅 南/北,2835,30.67㎡,闵行-老闵行-华江小区,121.422095,31.000302,5号线,0.5833
整租·古北新城 2室1厅 南/北,10500,99.59㎡,闵行-金虹桥-古北新城,121.45183,31.132446,15号线,1.5313
整租·南山前湾拾缦 3室1厅 南,9000,104.00㎡,闵行-华漕-南山前湾拾缦,121.271131,31.218798,17号线,3.6604
整租·万兆家园(一期) 2室1厅 南,5650,75.82㎡,闵行-七宝-万兆家园(一期),121.350918,31.148773,9号线,0.7401
整租·银河新都 1室1厅 南/北,4200,53.53㎡,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244
整租·银河新都 2室2厅 南,5500,82.38㎡,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244
整租·嘉富丽苑 3室2厅 南,8500,112.93㎡,闵行-龙柏-嘉富丽苑,121.359731,31.181097,10号线,1.1261
整租·电机一村 1室1厅 南,2500,45.21㎡,闵行-老闵行-电机一村,121.408984,31.003678,5号线,0.8507
整租·虹庐湾 4室2厅 南,20000,171.61㎡,闵行-华漕-虹庐湾,121.269469,31.216794,17号线,3.489
整租·东苑利华苑北区 1室1厅 南,4900,51.36㎡,闵行-莘庄南广场-东苑利华苑北区,121.388679,31.098788,5号线,0.2794
整租·莘松七村 2室1厅 南/北,3600,52.66㎡,闵行-莘庄北广场-莘松七村,121.436307,31.188334,1号线,0.6212
整租·九歌上郡 1室1厅 南,6900,62.88㎡,闵行-静安新城-九歌上郡,121.436307,31.188334,1号线,0.6212
整租·众秀新家园 1室1厅 南,4700,66.00㎡,闵行-颛桥-众秀新家园,121.415957,31.0773,15号线,0.8575
整租·上虹新村 2室1厅 南,7100,54.56㎡,闵行-金汇-上虹新村,121.436307,31.188334,1号线,0.6212
整租·沁春园二村 2室1厅 南,4600,75.64㎡,闵行-莘庄南广场-沁春园二村,121.378081,31.097366,5号线,0.7446
整租·高华小区 1室1厅 南,2800,32.34㎡,闵行-老闵行-高华小区,121.42207,31.004613,5号线,0.1617
整租·虹桥花苑 5室2厅 复式 南,26000,276.22㎡,闵行-金虹桥-虹桥花苑,121.38832,31.188749,10号线,1.008
整租·浦江宝邸北区 2室1厅 南/北,3900,78.00㎡,闵行-闵浦-浦江宝邸北区,121.541953,31.064416,浦江线,1.6673
整租·龙柏四村 1室1厅 南,4500,45.90㎡,闵行-龙柏-龙柏四村,121.36274,31.179722,10号线,0.8021
整租·海上新村 1室1厅 南,4725,44.39㎡,闵行-古美-海上新村,121.400437,31.156156,12号线,0.5554
整租·银康苑 2室1厅 南,3700,86.00㎡,闵行-老闵行-银康苑,121.388044,31.021736,5号线,1.7252
整租·三佳花苑 1室1厅 南,5200,57.40㎡,闵行-七宝-三佳花苑,121.36011,31.154281,9号线,0.9396
整租·爱博二村 1室1厅 南,4800,55.38㎡,闵行-华漕-爱博二村,121.305949,31.206482,17号线,1.8556
整租·禹洲府 2室2厅 南,4300,76.74㎡,闵行-老闵行-禹洲府,121.378081,31.021651,5号线,2.0179
整租·好世凤凰城 3室2厅 复式 南/北,7200,133.67㎡,闵行-莘庄南广场-好世凤凰城,121.391506,31.093366,5号线,0.4612
整租·建发璟院北苑 3室2厅 南,13500,107.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·建发璟院北苑 3室2厅 南,14000,107.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·浦江世博家园十三街坊 2室1厅 南,4100,56.30㎡,闵行-浦江-浦江世博家园十三街坊,121.423876,31.173898,15号线,0.5628
整租·红旗小区 2室1厅 南,3500,50.60㎡,闵行-老闵行-红旗小区,121.397894,31.010301,5号线,0.4027
整租·古北中央萃 1室1厅 南,14000,61.45㎡,闵行-金虹桥-古北中央萃,121.397262,31.199617,15号线,0.1348
整租·新闵小区 1室1厅 南,3630,35.14㎡,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908
整租·万兆家园(一期) 2室2厅 南/北,6000,75.48㎡,闵行-七宝-万兆家园(一期),121.350918,31.148773,9号线,0.7401
整租·凯德林茵湖畔西区 3室2厅 南,20000,178.42㎡,闵行-华漕-凯德林茵湖畔西区,121.282347,31.20874,17号线,2.1486
整租·名都城(公寓) 2室2厅 南,14000,107.00㎡,闵行-金虹桥-名都城(公寓),121.436307,31.188334,1号线,0.6212
整租·一品漫城(一期)(公寓) 3室2厅 南/北,11000,133.54㎡,闵行-浦江-一品漫城(一期)(公寓),121.436307,31.188334,1号线,0.6212
整租·鑫都城云天绿洲 2室2厅 南,5500,87.85㎡,闵行-颛桥-鑫都城云天绿洲,121.392574,31.052428,5号线,1.8442
整租·万科城花新园 4室2厅 南,15000,139.10㎡,闵行-七宝-万科城花新园,121.334965,31.153235,市域机场线,0.3862
整租·东苑佳和园 2室1厅 南,6500,82.77㎡,闵行-老闵行-东苑佳和园,121.433739,31.011786,5号线,1.2073
整租·紫竹半岛花园 1室1厅 南,5000,64.00㎡,闵行-吴泾-紫竹半岛花园,121.436307,31.188334,1号线,0.6212
整租·大上海国际花园酒店公寓 1室1厅 南,4700,63.37㎡,闵行-静安新城-大上海国际花园酒店公寓,121.380683,31.163337,9号线,0.5274
整租·三佳苑 2室1厅 南,5700,83.74㎡,闵行-航华-三佳苑,121.436307,31.188334,1号线,0.6212
整租·万乐城(商业类) 1室1厅 南,2500,27.23㎡,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291
整租·九歌花园 2室2厅 南,9800,112.04㎡,闵行-静安新城-九歌花园,121.436307,31.188334,1号线,0.6212
